coc_number,year,giw_hmis_leasing_budget,giw_hmis_rental_assistance_budget,giw_hmis_supportive_services_budget,giw_hmis_operating_budget,giw_hmis_hmis_budget,giw_hmis_administration_budget,giw_hmis_annual_renewal_amount,giw_joint_th_ph_rrh_leasing_budget,giw_joint_th_ph_rrh_rental_assistance_budget,giw_joint_th_ph_rrh_supportive_services_budget,giw_joint_th_ph_rrh_operating_budget,giw_joint_th_ph_rrh_hmis_budget,giw_joint_th_ph_rrh_administration_budget,giw_joint_th_ph_rrh_annual_renewal_amount,giw_ph_leasing_budget,giw_ph_rental_assistance_budget,giw_ph_supportive_services_budget,giw_ph_operating_budget,giw_ph_hmis_budget,giw_ph_administration_budget,giw_ph_annual_renewal_amount,giw_sh_leasing_budget,giw_sh_rental_assistance_budget,giw_sh_supportive_services_budget,giw_sh_operating_budget,giw_sh_hmis_budget,giw_sh_administration_budget,giw_sh_annual_renewal_amount,giw_sso_leasing_budget,giw_sso_rental_assistance_budget,giw_sso_supportive_services_budget,giw_sso_operating_budget,giw_sso_hmis_budget,giw_sso_administration_budget,giw_sso_annual_renewal_amount,giw_sso_non_ce_leasing_budget,giw_sso_non_ce_rental_assistance_budget,giw_sso_non_ce_supportive_services_budget,giw_sso_non_ce_operating_budget,giw_sso_non_ce_hmis_budget,giw_sso_non_ce_administration_budget,giw_sso_non_ce_annual_renewal_amount,giw_th_leasing_budget,giw_th_rental_assistance_budget,giw_th_supportive_services_budget,giw_th_operating_budget,giw_th_hmis_budget,giw_th_administration_budget,giw_th_annual_renewal_amount
SC-502,2019,false,false,false,false,112510,5623,118133,0,31392,36500,18000,0,616,86508,910765,1152432,336260,297305,0,134701,2831463,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
SC-503,2019,false,false,false,false,120360,8407,128767,61320,229452,161400,53683,9000,48508,563363,374476,617436,357156,175450,17000,100317,1641835,0,false,0,0,0,0,0,0,false,81000,0,0,7924,88924,false,false,0,false,false,0,0,0,0,0,0,0,0,0
SD-500,2019,false,false,false,false,39684,0,39684,0,0,0,0,0,0,0,0,719592,257781,82996,1530,53214,1115113,0,false,0,0,0,0,0,0,false,105144,0,0,0,105144,false,false,0,false,false,0,0,0,0,0,0,0,0,0
TN-500,2019,false,false,false,false,189324,8020,197344,0,60360,121724,22000,600,19537,224221,91352,1330620,340753,127340,22000,107857,2019922,0,false,0,0,0,0,0,0,false,25000,0,10398,3377,38775,false,false,0,false,false,0,0,0,0,0,0,0,0,0
TN-501,2019,false,false,false,false,253954,10492,264446,0,219912,241696,0,0,0,461608,1374114,1174272,1208007,1659774,600,272049,5688816,0,false,0,0,0,0,0,0,false,147625,0,0,14250,161875,false,false,0,false,false,0,0,0,0,0,0,0,0,0
TN-502,2019,false,false,false,false,132282,0,132282,0,24984,112132,0,0,13600,150716,0,84600,369131,466244,0,37270,957245,0,false,0,0,0,0,0,0,false,104580,0,0,0,104580,false,false,0,false,false,0,0,0,0,61760,0,0,6176,67936
TN-503,2019,false,false,false,false,150000,7500,157500,0,0,0,0,0,0,0,136028,164016,187339,307209,0,39706,834298,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,16500,0,284423,478074,0,38420,817417
TN-504,2019,false,false,false,false,138961,2547,141508,0,162984,156317,77059,0,15000,411360,0,1882848,241447,471326,0,133791,2729412,0,false,0,0,0,0,0,0,false,218120,0,0,13000,231120,false,false,0,false,false,0,0,0,0,4488,19200,0,0,23688
TN-506,2019,false,false,false,false,102000,8000,110000,0,0,0,0,0,0,0,38657,320448,102001,22490,13537,33838,530971,0,false,0,0,0,0,0,0,false,68294,0,0,6830,75124,false,false,0,false,false,0,0,0,0,0,0,0,0,0
TN-507,2019,false,false,false,false,96167,4806,100973,0,0,0,0,0,0,0,51438,631716,263011,476371,0,69585,1492121,0,false,0,0,0,0,0,0,false,40534,0,0,2027,42561,false,false,0,false,false,0,0,0,0,0,0,0,0,0
TN-509,2019,false,false,false,false,142433,14235,156668,0,0,35500,2400,0,3790,41690,0,859908,375467,11179,27207,99274,1373035,0,false,0,0,0,0,0,0,false,67273,0,0,6727,74000,false,false,0,false,false,0,0,0,0,0,0,0,0,0
TN-510,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,122121,407532,5300,31247,0,51821,618021,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
TN-512,2019,false,false,false,false,161252,8391,169643,0,0,0,0,0,0,0,127150,69108,74308,42315,225,13568,326674,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
TX-500,2019,false,false,false,false,565378,43297,608675,0,55728,15500,0,0,0,71228,2028568,2331960,1881365,835681,14000,452561,7544135,0,false,0,0,0,0,0,0,false,510082,0,0,27800,537882,false,false,0,false,false,0,0,0,0,224906,372056,0,40701,637663
TX-503,2019,false,false,false,false,140408,9826,150234,0,47148,620606,33033,7565,62860,779187,1637737,3463752,1564061,77766,30970,437115,7221958,0,false,0,0,0,0,0,0,false,383944,11168,7783,15105,418670,false,false,0,false,false,0,0,0,0,347821,235991,0,40866,624678
TX-600,2019,false,false,false,false,382793,26795,409588,163824,413208,171410,16200,9042,58027,831711,5695996,3147048,2464800,1041325,5074,646088,13000331,180492,false,90515,123835,0,26059,420901,0,false,314605,0,0,17651,332256,false,false,0,false,false,0,0,159049,0,487131,326412,0,68789,1041381
TX-601,2019,false,false,false,false,342373,27749,370122,10956,40224,49075,4500,0,4900,109655,2257148,7147908,1436150,138195,2260,811728,11793389,0,false,37960,134495,0,12071,184526,0,false,453319,0,0,37729,491048,false,false,0,false,false,0,0,0,0,0,0,0,0,0
TX-603,2019,false,false,false,false,127764,8443,136207,0,38592,63975,19250,0,6038,127855,0,1393812,834600,87894,14844,137169,2468319,0,false,0,0,0,0,0,0,false,189611,0,0,12389,202000,false,false,0,false,false,0,0,0,0,0,0,0,0,0
TX-604,2019,false,false,false,false,60676,1977,62653,0,0,0,0,0,0,0,29553,407208,107372,0,0,22933,567066,0,false,0,0,0,0,0,0,false,228026,0,0,3823,231849,false,false,0,false,false,0,0,73166,0,53858,0,0,4792,131816
TX-607,2019,false,false,false,false,393654,39364,433018,0,0,0,0,0,0,0,466383,3156384,1461057,193058,24756,341969,5643607,0,false,0,0,0,0,0,0,false,112660,0,0,11266,123926,false,false,0,false,false,0,0,0,0,0,0,0,0,0
TX-611,2019,false,false,false,false,163232,0,163232,0,0,0,0,0,0,0,0,389064,0,0,2918,2352,394334,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
TX-624,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,226828,0,54616,0,6153,25226,312823,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
TX-700,2019,false,false,false,false,603771,42264,646035,0,0,0,0,0,0,0,6182128,13573092,9961836,2577421,34496,2370551,34699524,0,false,0,0,0,0,0,0,false,1023714,0,0,97228,1120942,false,false,0,false,false,0,0,0,0,436156,223451,0,35079,694686
TX-701,2019,false,false,false,false,50362,2907,53269,0,0,0,0,0,0,0,0,190968,48858,0,0,5000,244826,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
UT-500,2019,false,false,false,false,218623,4528,223151,0,0,0,0,0,0,0,355828,5503224,808792,47383,0,405067,7120294,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,203095,104049,0,22556,329700
UT-503,2019,false,false,false,false,79217,1423,80640,0,13572,9693,6050,0,2849,32164,201900,1215708,196116,0,0,95737,1709461,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
UT-504,2019,false,false,false,false,35300,700,36000,0,0,0,0,0,0,0,168749,813360,43254,1235,0,85355,1111953,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
VA-500,2019,false,false,false,false,47000,3000,50000,0,0,0,0,0,0,0,203793,2556504,1276112,39370,23104,304068,4402951,0,false,0,0,0,0,0,0,false,143850,0,0,5900,149750,false,false,0,false,false,0,0,0,0,0,0,0,0,0
VA-501,2019,false,false,false,false,118224,3608,121832,0,0,0,0,0,0,0,512060,1531368,726990,156790,87834,226724,3241766,0,false,0,0,0,0,0,0,false,138012,0,0,9661,147673,false,false,0,false,false,0,0,74231,0,93765,63442,696,13199,245333
VA-502,2019,false,false,false,false,124880,4180,129060,0,0,0,0,0,0,0,353233,0,58242,18865,0,40042,470382,0,false,0,0,0,0,0,0,false,240598,0,0,5370,245968,false,false,0,false,false,0,0,0,0,0,0,0,0,0
VA-503,2019,false,false,false,false,57049,5672,62721,0,0,100160,11840,0,9150,121150,125990,538596,529900,357495,1750,71361,1625092,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
VA-504,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,290520,58150,0,0,20680,369350,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
VA-505,2019,false,false,false,false,51310,3862,55172,61680,0,51926,20044,0,7020,140670,943559,92544,442908,102907,3173,109123,1694214,0,false,0,0,0,0,0,0,false,61084,0,0,4598,65682,false,false,0,false,false,0,0,0,0,0,0,0,0,0
VA-507,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,131004,578064,191228,49360,26933,32411,1009000,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,52200,0,59950,39411,0,5318,156879
VA-508,2019,false,false,false,false,21357,0,21357,0,0,0,0,0,0,0,0,171576,109273,33770,600,21799,337018,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
VA-513,2019,false,false,false,false,78572,5500,84072,0,0,0,0,0,0,0,0,266028,0,0,0,612,266640,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
VA-514,2019,false,false,false,false,53980,1145,55125,0,0,0,0,0,0,0,205919,0,45003,0,0,2364,253286,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
VA-521,2019,false,false,false,false,141301,0,141301,0,0,0,0,0,0,0,121914,357780,225935,41095,10837,43121,800682,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
VA-600,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,133813,1901196,568404,33232,0,117593,2754238,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
VA-601,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,3099537,2466912,2099014,816258,0,515135,8996856,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
VA-602,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,142632,39308,0,0,0,181940,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
VA-603,2019,false,false,false,false,55225,0,55225,0,0,0,0,0,0,0,130010,219096,157589,242547,0,38571,787813,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
VA-604,2019,false,false,false,false,36230,0,36230,0,0,0,0,0,0,0,282706,110832,164201,43209,3777,28467,633192,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
VI-500,2019,false,false,false,false,65285,3189,68474,0,0,0,0,0,0,0,30615,38880,25753,0,304,672,96224,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
VT-500,2019,false,false,false,false,55369,4013,59382,0,0,0,0,0,0,0,0,2885688,58102,0,0,209346,3153136,0,false,0,0,0,0,0,0,false,323309,0,0,32330,355639,false,false,0,false,false,0,0,0,0,0,0,0,0,0
VT-501,2019,false,false,false,false,60450,4550,65000,0,0,0,0,0,0,0,0,802008,64640,0,0,28493,895141,0,false,0,0,0,0,0,0,false,118182,0,0,11817,129999,false,false,0,false,false,0,0,0,0,0,0,0,0,0
WA-500,2019,false,false,false,false,384500,19214,403714,0,339636,291802,56930,0,31998,720366,555588,20173008,8047496,7192609,0,2068717,37638977,0,false,414693,339239,0,37695,791627,0,false,2037250,0,0,8250,2045500,false,false,0,false,false,0,0,49476,0,1426387,507585,0,98188,2081636
WA-501,2019,false,false,false,false,136269,6813,143082,16200,379740,104394,2895,0,33429,536658,1300360,3231252,1194789,416193,3000,371021,6516615,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,242419,0,357867,14562,0,30742,645590
WA-502,2019,false,false,false,false,172125,5364,177489,0,0,0,0,0,0,0,554275,1031820,1152315,116954,0,223253,3078617,0,false,0,0,0,0,0,0,false,250374,0,0,22042,272416,false,false,0,false,false,0,0,0,0,29629,100423,0,9621,139673
WA-503,2019,false,false,false,false,59400,3861,63261,0,0,0,0,0,0,0,1398785,836916,724562,121504,0,197628,3279395,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
WA-504,2019,false,false,false,false,202216,10000,212216,0,0,0,0,0,0,0,0,7602576,984503,108869,0,432683,9128631,0,false,0,0,0,0,0,0,false,124415,0,0,12440,136855,false,false,0,false,false,0,0,0,0,0,0,0,0,0
WA-508,2019,false,false,false,false,93900,6702,100602,0,0,0,0,0,0,0,449549,814116,443442,0,0,91952,1799059,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
WI-500,2019,false,false,false,false,347130,24299,371429,0,0,0,0,0,0,0,2330429,2066952,3389822,218696,23877,741725,8771501,0,false,96892,11098,0,10765,118755,0,false,582255,0,0,58214,640469,false,false,0,false,false,0,0,95184,0,62206,0,0,10774,168164
WI-501,2019,false,false,false,false,134332,9780,144112,0,232536,179389,115212,0,51584,578721,2300314,5032380,857367,553023,0,319825,9062909,0,false,156586,225944,0,28792,411322,0,false,55908,0,0,5590,61498,false,false,0,false,false,0,0,0,0,0,0,0,0,0
WI-502,2019,false,false,false,false,14050,950,15000,0,0,0,0,0,0,0,345734,128892,222003,127140,5400,47792,876961,0,false,0,0,0,0,0,0,false,35071,0,0,2454,37525,false,false,0,false,false,0,0,0,0,0,0,0,0,0
WI-503,2019,false,false,false,false,41385,3115,44500,0,0,0,0,0,0,0,844752,1295400,659447,168094,0,144732,3112425,0,false,0,0,0,0,0,0,false,250104,0,0,17507,267611,false,false,0,false,false,0,0,0,0,52377,0,0,1632,54009
WV-500,2019,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,168553,83480,1000,15000,268033,0,false,0,0,0,0,0,0,false,126796,0,1000,8000,135796,false,false,0,false,false,0,0,0,0,0,0,0,0,0
WV-501,2019,false,false,false,false,100528,4472,105000,0,0,0,0,0,0,0,0,1761888,201547,45940,3179,98629,2111183,0,false,105165,15855,0,6046,127066,0,false,223752,0,0,14427,238179,false,false,0,false,false,0,0,0,0,0,0,0,0,0
WV-503,2019,false,false,false,false,96199,1800,97999,0,0,0,0,0,0,0,208399,340344,246547,270745,0,35994,1102029,0,false,0,0,0,0,0,0,false,87356,0,0,4357,91713,false,false,0,false,false,0,0,0,0,0,0,0,0,0
WV-508,2019,false,false,false,false,414610,23236,437846,0,66588,120500,35799,0,0,222887,1193572,762912,897540,367896,0,194085,3416005,0,false,0,0,0,0,0,0,false,163513,0,0,9350,172863,false,false,0,false,false,0,0,0,0,0,0,0,0,0
WY-500,2019,false,false,false,false,133746,10068,143814,0,0,0,0,0,0,0,40704,0,60805,1883,2000,9014,114406,0,false,0,0,0,0,0,0,false,0,0,0,0,0,false,false,0,false,false,0,0,0,0,0,0,0,0,0
AK-500,2017,false,false,false,false,169850,11587,181437,0,0,0,0,0,0,0,541651,784824,315443,569169,16216,112683,2339986,0,false,0,0,0,0,0,0,false,72750,0,0,7250,80000,,,,,,,,0,0,159713,74805,0,14000,248518
AK-500,2018,false,false,false,false,175994,0,175994,0,0,0,0,0,0,0,0,1443348,291384,508858,4312,104539,2352441,0,false,0,0,0,0,0,0,false,70546,0,0,7054,77600,,,,,,,,0,0,154922,72560,0,13580,241062
AK-501,2017,false,false,false,false,28447,1759,30206,0,0,0,0,0,0,0,50592,255588,50323,251012,0,33267,640782,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,41847,25466,0,0,67313
AK-501,2018,false,false,false,false,28447,1759,30206,0,0,0,0,0,0,0,54639,231900,115207,253081,0,24156,678983,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,41847,25466,0,0,67313
AL-500,2017,false,false,false,false,260400,22080,282480,0,0,0,0,0,0,0,4620237,793152,1149194,315125,31110,583679,7492497,0,false,185000,64922,0,21380,271302,0,false,343312,0,0,34331,377643,,,,,,,,0,0,121657,87000,0,14605,223262
AL-500,2018,false,false,false,false,260400,22080,282480,0,90120,113185,44132,20000,26444,293881,4758844,778764,1164476,324579,41110,592897,7660670,0,false,185000,64922,0,21380,271302,0,false,343312,0,0,34331,377643,,,,,,,,0,0,121657,87000,0,14605,223262
AL-501,2017,false,false,false,false,100000,7000,107000,0,0,0,0,0,0,0,1019080,562788,903814,212226,8513,169739,2876160,0,false,0,0,0,0,0,118056,false,551658,0,34000,49259,752973,,,,,,,,0,0,0,0,0,0,0
AL-501,2018,false,false,false,false,162358,11365,173723,44064,78876,66533,24816,3494,14665,232448,1151560,549072,522385,239815,0,119610,2582442,0,false,0,0,0,0,0,118056,false,551658,0,34000,49259,752973,,,,,,,,0,0,0,0,0,0,0
AL-502,2017,false,false,false,false,11196,0,11196,0,0,0,0,0,0,0,40164,0,6013,606,0,2946,49729,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,214350,177703,0,0,392053
AL-502,2018,false,false,false,false,38375,0,38375,0,0,0,0,0,0,0,0,186576,175343,0,11730,35285,408934,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
AL-503,2017,false,false,false,false,109813,7685,117498,0,0,0,0,0,0,0,38376,388212,25454,9507,525,18886,480960,0,false,0,0,0,0,0,0,false,74446,0,0,5641,80087,,,,,,,,0,0,0,0,0,0,0
AL-503,2018,false,false,false,false,109813,7685,117498,0,0,0,0,0,0,0,0,396312,37071,0,0,19039,452422,0,false,0,0,0,0,0,0,false,74446,0,0,5641,80087,,,,,,,,0,0,0,0,0,0,0
AL-504,2017,false,false,false,false,66982,4685,71667,0,0,0,0,0,0,0,1009136,0,502667,189189,0,103837,1804829,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,103283,53529,0,10976,167788
AL-504,2018,false,false,false,false,66982,4685,71667,0,34416,46340,32530,0,11039,124325,1049501,0,308177,189894,0,59612,1607184,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,103283,53529,0,10976,167788
AL-506,2017,false,false,false,false,40000,2000,42000,0,0,0,0,0,0,0,0,158640,0,0,0,0,158640,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,10534,5025,0,0,15559
AL-506,2018,false,false,false,false,40000,2000,42000,0,0,0,0,0,0,0,0,142068,0,0,0,0,142068,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,10534,5025,0,0,15559
AL-507,2017,false,false,false,false,128638,2573,131211,0,0,0,0,0,0,0,448077,216084,100761,100309,0,48034.880000000005,913265.88,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
AL-507,2018,false,false,false,false,128638,2573,131211,0,0,0,0,0,0,0,483923,164400,162389,108334,1858,52865,973769,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
AR-500,2017,false,false,false,false,90210,9000,99210,0,0,0,0,0,0,0,635507,1924848,128733,18332,0,151979,2859399,0,false,0,0,0,0,0,0,false,33010,0,0,3301,36311,,,,,,,,0,0,112827,42000,0,7741,162568
AR-500,2018,false,false,false,false,90210,9000,99210,0,0,0,0,0,0,0,473192,2036040,130636,17415,0,152499,2809782,0,false,0,0,0,0,0,0,false,33010,0,0,3301,36311,,,,,,,,0,0,112827,42000,0,7741,162568
AR-501,2017,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,242460,56252,0,0,14453,313165,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,31392,5543,0,0,3559,40494
AR-501,2018,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,241896,51525,0,0,9960,303381,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,32940,5543,0,0,3559,42042
AR-503,2017,false,false,false,false,92726,4735,97461,0,0,0,0,0,0,0,0,95724,25215,0,0,8582,129521,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,123430,66184,0,9500,199114
AR-503,2018,false,false,false,false,52221,0,52221,0,48492,65000,855,0,0,114347,0,35472,0,0,0,0,35472,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,124485,65129,0,9500,199114
AR-505,2017,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,106584,102128,0,0,10875,219587,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,42647,5988,0,3358,51993
AR-505,2018,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,108888,102128,0,0,10875,221891,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,31323,2888,0,1487,35698
AZ-500,2017,false,false,false,false,200000,13140,213140,0,0,0,0,0,0,0,1109430,1622136,199618,72567,0,180770,3184521,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,194700,0,246857,12500,0,31753,485810
AZ-500,2018,false,false,false,false,200000,13140,213140,0,0,0,0,0,0,0,1109430,1681152,260606,72567,0,189357,3313112,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,179100,0,151857,0,0,23166,354123
AZ-501,2017,false,false,false,false,389397,32095,421492,0,0,0,0,0,0,0,719380,3922560,1665348,131022,0,419376,6857686,63408,false,305553,36056,0,28228,433245,0,false,0,0,0,0,0,,,,,,,,120222,71424,229727,6652,0,29354,457379
AZ-501,2018,false,false,false,false,389397,32095,421492,103008,57348,63105,0,0,22269,245730,759261,3847500,1704693,66097,0,459624,6837175,63408,false,305553,36056,0,28228,433245,0,false,0,0,0,0,0,,,,,,,,120222,72144,227042,6652,0,32039,458099
AZ-502,2017,false,false,false,false,381830,19091,400921,0,0,0,0,0,0,0,1031173,17827812,2376139,1443226,804,1399572,24078726,0,false,0,0,0,0,0,0,false,794314,0,0,60844,855158,,,,,,,,0,0,0,0,0,0,0
AZ-502,2018,false,false,false,false,381830,19091,400921,0,249540,67542,0,0,30908,347990,514967,18015276,2237038,1589716,804,1384953,23742754,0,false,0,0,0,0,0,0,false,781357,0,0,73801,855158,,,,,,,,0,0,0,0,0,0,0
CA-500,2017,false,false,false,false,673946,40375,714321,0,0,0,0,0,0,0,1419054,12849540,2853272,169536,6700,1110502,18408604,0,false,0,0,0,0,0,0,false,120048,0,0,10193,130241,,,,,,,,274452,0,476254,46901,0,70664,868271
CA-500,2018,false,false,false,false,913946,50375,964321,0,81360,132063,38422,0,24327,276172,1561085,13623552,2140430,155398,6700,1080600,18567765,0,false,0,0,0,0,0,0,false,120048,0,0,10193,130241,,,,,,,,274452,0,476254,46901,0,70664,868271
CA-501,2017,false,false,false,false,494298,46323,540621,0,0,0,0,0,0,0,2185567,22679232,2502011,1091925,0,1909149.2,30367884.2,0,false,0,0,0,0,0,0,false,120331,0,0,12033,132364,,,,,,,,10000,0,350444,55969,0,29125,445538
CA-501,2018,false,false,false,false,494298,46323,540621,0,0,0,0,0,0,0,2884949,30818004,2376500,1441340,0,1893052,39413845,0,false,0,0,0,0,0,0,false,120331,0,0,12033,132364,,,,,,,,10000,0,350444,55969,0,29125,445538
CA-502,2017,false,false,false,false,366269,25638,391907,0,0,0,0,0,0,0,1717477,20084760,3926478,473265,53800,1318908,27574688,0,false,0,0,0,0,0,0,false,943792,0,0,94379,1038171,,,,,,,,261242,0,2267371,1440621,18193,280726,4268153
CA-502,2018,false,false,false,false,366269,25638,391907,10188,301188,102144,77496,0,33644,524660,2347349,20727024,3722349,624675,50800,1294143,28766340,0,false,0,0,0,0,0,0,false,943792,0,0,94379,1038171,,,,,,,,188050,0,1914134,1237603,24177,244741,3608705
CA-503,2017,false,false,false,false,258704,14490,273194,0,0,0,0,0,0,0,4550299,7441980,4496485,914565,0,1426536,18829865,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,247458,0,0,17321,264779
CA-503,2018,false,false,false,false,258704,14490,273194,0,177336,486711,77607,0,68168,809822,4821527,7055328,4110503,1006496,0,1388403,18382257,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
CA-504,2017,false,false,false,false,175614,12293,187907,0,0,0,0,0,0,0,744783,1169004,248564,141711,0,144774,2448836,0,false,0,0,0,0,0,0,false,327096,0,0,22895,349991,,,,,,,,0,0,0,0,0,0,0
CA-504,2018,false,false,false,false,175614,12293,187907,0,0,0,0,0,0,0,763706,1278576,349753,146451,0,146378,2684864,0,false,0,0,0,0,0,0,false,327096,0,0,22895,349991,,,,,,,,0,0,0,0,0,0,0
CA-505,2017,false,false,false,false,172153,3443,175596,0,0,0,0,0,0,0,2063320,6844884,1195878,596564,40100,620013,11360759,0,false,0,0,0,0,0,0,false,1106396,0,0,110639,1217035,,,,,,,,0,0,0,0,0,0,0
CA-505,2018,false,false,false,false,172153,3443,175596,0,0,0,0,0,0,0,2870221,7125552,1314640,823259,40100,668031,12841803,0,false,0,0,0,0,0,0,false,1106396,0,0,110639,1217035,,,,,,,,0,0,0,0,0,0,0
CA-506,2017,false,false,false,false,0,0,0,0,0,0,0,0,0,0,267175,298464,125237,48380,0,51164,790420,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,491139,560563,0,66418,1118120
CA-506,2018,false,false,false,false,0,0,0,0,0,0,0,0,0,0,272518,274368,142888,87919,0,47750,825443,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,423616,496497,0,57207,977320
CA-507,2017,false,false,false,false,0,0,0,0,0,0,0,0,0,0,1120566,1447848,376759,66551,7520,100230,3119474,0,false,0,0,0,0,0,0,false,103175,0,0,10318,113493,,,,,,,,0,0,0,0,0,0,0
CA-507,2018,false,false,false,false,0,0,0,0,0,0,0,0,0,0,1536614,1923288,406873,102617,7520,105124,4082036,0,false,0,0,0,0,0,0,false,103175,0,0,10318,113493,,,,,,,,0,0,0,0,0,0,0
